_Nb Properties (Expression),Amenities,Bathrooms,Bedrooms,City,Country,Date,Latitude,Longitude,Main Date: Month,Main Date: Month (Display),Main Date: Year,Profile,Property,Property Id,Property Type,Zip Code,_Max Theoretical Revenue (Expression),_Total Expenses (Expression),_Total Revenue (Expression),Expenses % ,Expenses %   MTD   (Current Month),Expenses %   MTD   (Previous Month),Gross Rental Yield,Gross Rental Yield  MTD   (Current Month),Gross Rental Yield  MTD   (Previous Month),Gross Rental Yield  MTD  (Previous Year),Gross Rental Yield  YTD  (Current Year),Indicator,Living Space,Max Theoretical Revenue,Monthly Expenses,Monthly Rent,Monthly Revenue,Nb Properties,Net Rental Yield,Net Rental Yield  MTD   (Current Month),Net Rental Yield  MTD   (Previous Month),Net Rental Yield  MTD  (Previous Year),Net Rental Yield  YTD  (Current Year),Net Rental Yield  YTD  (Previous Year),Net Rental Yield Perf. -  Value,Net Rental Yield Perf. - Reference,Net Rental Yield Perf. - Value vs Reference,Net Rental Yield Perf. - Value vs Reference %,Net Rental Yield Perf. - Value vs Reference (pt),Net Rental Yield Perf. - Value vs Reference (shape),Net Revenue,Net Revenue  MTD   (Current Month),Net Revenue  MTD   (Previous Month),Net Revenue  MTD  (Previous Year),Net Revenue  YTD  (Current Year),Net Revenue  YTD  (Previous Year),Net Revenue Perf. -  Value,Net Revenue Perf. - Reference,Net Revenue Perf. - Value vs Reference,Net Revenue Perf. - Value vs Reference %,Net Revenue Perf. - Value vs Reference (shape),Occupancy Rate,Placeholder (num),Property Class Yield ,Property Cost,Total Expenses,Total Expenses  MTD   (Current Month),Total Expenses  MTD   (Previous Month),Total Expenses  MTD  (Previous Year),Total Expenses  YTD  (Current Year),Total Expenses  YTD  (Previous Year),Total Expenses Perf. -  Value,Total Expenses Perf. - Reference,Total Expenses Perf. - Value vs Reference,Total Expenses Perf. - Value vs Reference %,Total Expenses Perf. - Value vs Reference (shape),Total Revenue,Total Revenue  MTD   (Current Month),Total Revenue  MTD   (Previous Month),Total Revenue  MTD  (Previous Year),Total Revenue  YTD  (Current Year),Total Revenue  YTD  (Previous Year),Total Revenue Perf. -  Value,Total Revenue Perf. - Reference,Total Revenue Perf. - Value vs Reference
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,12/1/2021,37.68195053,-122.4002596,12,Dec,2021,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3633,772.12,3633,21.30%,,,10.40%,,,,,2860.88,592,"$3,633 ",772.12,3633,3633,1,8.20%,,,,,,,,=,,,►,"$2,861 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,$772 ,,,,,,,,=,,►,"$3,633 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,12/1/2021,37.68753299,-122.428259,12,Dec,2021,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,2182.645161,41.00%,,,5.40%,,,,,1286.945161,667,"$3,759 ",895.7,3759,2182.645161,1,3.20%,,,,,,,,=,,,►,"$1,287 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,58%,0,VERY LOW YIELD,489557,$896 ,,,,,,,,=,,►,"$2,183 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,1/1/2022,37.67938211,-122.3884071,1,Jan,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2782,534.38,1256.387097,42.50%,,,4.50%,,,,,722.0070968,452,"$2,782 ",534.38,2782,1256.387097,1,2.60%,,,,,2.60%,,2.60%,-2.60%,-100.00%,,▼,$722 ,$0 ,$0 ,$0 ,$0 ,$722 ,$0 ,$722 ,($722),-100.00%,▼,45%,0,VERY LOW YIELD,332088,$534 ,,,,,$534 ,,$534 ,($534),-100.00%,▼,"$1,256 ",,,,,"$1,256 ",,"$1,256 ","($1,256)"
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,1/1/2022,37.68195053,-122.4002596,1,Jan,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3633,772.12,3633,21.30%,,,10.40%,,,,,2860.88,592,"$3,633 ",772.12,3633,3633,1,8.20%,,,,,8.20%,,8.20%,-8.20%,-100.00%,,▼,"$2,861 ",$0 ,$0 ,$0 ,$0 ,"$2,861 ",$0 ,"$2,861 ","($2,861)",-100.00%,▼,100%,0,VERY LOW YIELD,419408,$772 ,,,,,$772 ,,$772 ,($772),-100.00%,▼,"$3,633 ",,,,,"$3,633 ",,"$3,633 ","($3,633)"
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,1/1/2022,37.68753299,-122.428259,1,Jan,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,3759,23.80%,,,9.20%,,,,,2863.3,667,"$3,759 ",895.7,3759,3759,1,7.00%,,,,,7.00%,,7.00%,-7.00%,-100.00%,,▼,"$2,863 ",$0 ,$0 ,$0 ,$0 ,"$2,863 ",$0 ,"$2,863 ","($2,863)",-100.00%,▼,100%,0,VERY LOW YIELD,489557,$896 ,,,,,$896 ,,$896 ,($896),-100.00%,▼,"$3,759 ",,,,,"$3,759 ",,"$3,759 ","($3,759)"
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,2/1/2022,37.67938211,-122.3884071,2,Feb,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2782,534.38,2782,19.20%,,,10.10%,,,,,2247.62,452,"$2,782 ",534.38,2782,2782,1,8.10%,,,,,8.10%,,8.10%,-8.10%,-100.00%,,▼,"$2,248 ",$0 ,$0 ,$0 ,$0 ,"$2,248 ",$0 ,"$2,248 ","($2,248)",-100.00%,▼,100%,0,VERY LOW YIELD,332088,$534 ,,,,,$534 ,,$534 ,($534),-100.00%,▼,"$2,782 ",,,,,"$2,782 ",,"$2,782 ","($2,782)"
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,2/1/2022,37.68195053,-122.4002596,2,Feb,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3633,772.12,3633,21.30%,,,10.40%,,,,,2860.88,592,"$3,633 ",772.12,3633,3633,1,8.20%,,,,,8.20%,,8.20%,-8.20%,-100.00%,,▼,"$2,861 ",$0 ,$0 ,$0 ,$0 ,"$2,861 ",$0 ,"$2,861 ","($2,861)",-100.00%,▼,100%,0,VERY LOW YIELD,419408,$772 ,,,,,$772 ,,$772 ,($772),-100.00%,▼,"$3,633 ",,,,,"$3,633 ",,"$3,633 ","($3,633)"
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,2/1/2022,37.68753299,-122.428259,2,Feb,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,3759,23.80%,,,9.20%,,,,,2863.3,667,"$3,759 ",895.7,3759,3759,1,7.00%,,,,,7.00%,,7.00%,-7.00%,-100.00%,,▼,"$2,863 ",$0 ,$0 ,$0 ,$0 ,"$2,863 ",$0 ,"$2,863 ","($2,863)",-100.00%,▼,100%,0,VERY LOW YIELD,489557,$896 ,,,,,$896 ,,$896 ,($896),-100.00%,▼,"$3,759 ",,,,,"$3,759 ",,"$3,759 ","($3,759)"
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,3/1/2022,37.67938211,-122.3884071,3,Mar,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2782,534.38,2782,19.20%,,,10.10%,,,,,2247.62,452,"$2,782 ",534.38,2782,2782,1,8.10%,,,,,8.10%,,8.10%,-8.10%,-100.00%,,▼,"$2,248 ",$0 ,$0 ,$0 ,$0 ,"$2,248 ",$0 ,"$2,248 ","($2,248)",-100.00%,▼,100%,0,VERY LOW YIELD,332088,$534 ,,,,,$534 ,,$534 ,($534),-100.00%,▼,"$2,782 ",,,,,"$2,782 ",,"$2,782 ","($2,782)"
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,3/1/2022,37.68195053,-122.4002596,3,Mar,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3633,772.12,3633,21.30%,,,10.40%,,,,,2860.88,592,"$3,633 ",772.12,3633,3633,1,8.20%,,,,,8.20%,,8.20%,-8.20%,-100.00%,,▼,"$2,861 ",$0 ,$0 ,$0 ,$0 ,"$2,861 ",$0 ,"$2,861 ","($2,861)",-100.00%,▼,100%,0,VERY LOW YIELD,419408,$772 ,,,,,$772 ,,$772 ,($772),-100.00%,▼,"$3,633 ",,,,,"$3,633 ",,"$3,633 ","($3,633)"
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,3/1/2022,37.68753299,-122.428259,3,Mar,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,3759,23.80%,,,9.20%,,,,,2863.3,667,"$3,759 ",895.7,3759,3759,1,7.00%,,,,,7.00%,,7.00%,-7.00%,-100.00%,,▼,"$2,863 ",$0 ,$0 ,$0 ,$0 ,"$2,863 ",$0 ,"$2,863 ","($2,863)",-100.00%,▼,100%,0,VERY LOW YIELD,489557,$896 ,,,,,$896 ,,$896 ,($896),-100.00%,▼,"$3,759 ",,,,,"$3,759 ",,"$3,759 ","($3,759)"
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,4/1/2022,37.67938211,-122.3884071,4,Apr,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2782,534.38,2782,19.20%,,,10.10%,,,,,2247.62,452,"$2,782 ",534.38,2782,2782,1,8.10%,,,,,8.10%,,8.10%,-8.10%,-100.00%,,▼,"$2,248 ",$0 ,$0 ,$0 ,$0 ,"$2,248 ",$0 ,"$2,248 ","($2,248)",-100.00%,▼,100%,0,VERY LOW YIELD,332088,$534 ,,,,,$534 ,,$534 ,($534),-100.00%,▼,"$2,782 ",,,,,"$2,782 ",,"$2,782 ","($2,782)"
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,4/1/2022,37.68195053,-122.4002596,4,Apr,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3633,772.12,1211,63.80%,,,3.50%,,,,,438.88,592,"$3,633 ",772.12,3633,1211,1,1.30%,,,,,1.30%,,1.30%,-1.30%,-100.00%,,▼,$439 ,$0 ,$0 ,$0 ,$0 ,$439 ,$0 ,$439 ,($439),-100.00%,▼,33%,0,VERY LOW YIELD,419408,$772 ,,,,,$772 ,,$772 ,($772),-100.00%,▼,"$1,211 ",,,,,"$1,211 ",,"$1,211 ","($1,211)"
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,4/1/2022,37.68753299,-122.428259,4,Apr,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,3759,23.80%,,,9.20%,,,,,2863.3,667,"$3,759 ",895.7,3759,3759,1,7.00%,,,,,7.00%,,7.00%,-7.00%,-100.00%,,▼,"$2,863 ",$0 ,$0 ,$0 ,$0 ,"$2,863 ",$0 ,"$2,863 ","($2,863)",-100.00%,▼,100%,0,VERY LOW YIELD,489557,$896 ,,,,,$896 ,,$896 ,($896),-100.00%,▼,"$3,759 ",,,,,"$3,759 ",,"$3,759 ","($3,759)"
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,5/1/2022,37.67938211,-122.3884071,5,May,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2782,534.38,2782,19.20%,,,10.10%,,,,,2247.62,452,"$2,782 ",534.38,2782,2782,1,8.10%,,,,,8.10%,,8.10%,-8.10%,-100.00%,,▼,"$2,248 ",$0 ,$0 ,$0 ,$0 ,"$2,248 ",$0 ,"$2,248 ","($2,248)",-100.00%,▼,100%,0,VERY LOW YIELD,332088,$534 ,,,,,$534 ,,$534 ,($534),-100.00%,▼,"$2,782 ",,,,,"$2,782 ",,"$2,782 ","($2,782)"
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,5/1/2022,37.68195053,-122.4002596,5,May,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3207,761.7,0,,,,0.00%,,,,,-761.7,592,"$3,207 ",761.7,3207,0,1,-2.20%,,,,,-2.20%,,-2.20%,2.20%,100.00%,,▲,($762),$0 ,$0 ,$0 ,$0 ,($762),$0 ,($762),$762 ,100.00%,▲,0%,0,VERY LOW YIELD,419408,$762 ,,,,,$762 ,,$762 ,($762),-100.00%,▼,$0 ,,,,,$0 ,,$0 ,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,5/1/2022,37.68753299,-122.428259,5,May,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,3759,23.80%,,,9.20%,,,,,2863.3,667,"$3,759 ",895.7,3759,3759,1,7.00%,,,,,7.00%,,7.00%,-7.00%,-100.00%,,▼,"$2,863 ",$0 ,$0 ,$0 ,$0 ,"$2,863 ",$0 ,"$2,863 ","($2,863)",-100.00%,▼,100%,0,VERY LOW YIELD,489557,$896 ,,,,,$896 ,,$896 ,($896),-100.00%,▼,"$3,759 ",,,,,"$3,759 ",,"$3,759 ","($3,759)"
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,6/1/2022,37.67938211,-122.3884071,6,Jun,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2782,534.38,2782,19.20%,,,10.10%,,,,,2247.62,452,"$2,782 ",534.38,2782,2782,1,8.10%,,,,,8.10%,,8.10%,-8.10%,-100.00%,,▼,"$2,248 ",$0 ,$0 ,$0 ,$0 ,"$2,248 ",$0 ,"$2,248 ","($2,248)",-100.00%,▼,100%,0,VERY LOW YIELD,332088,$534 ,,,,,$534 ,,$534 ,($534),-100.00%,▼,"$2,782 ",,,,,"$2,782 ",,"$2,782 ","($2,782)"
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,6/1/2022,37.68195053,-122.4002596,6,Jun,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3207,761.7,0,,,,0.00%,,,,,-761.7,592,"$3,207 ",761.7,3207,0,1,-2.20%,,,,,-2.20%,,-2.20%,2.20%,100.00%,,▲,($762),$0 ,$0 ,$0 ,$0 ,($762),$0 ,($762),$762 ,100.00%,▲,0%,0,VERY LOW YIELD,419408,$762 ,,,,,$762 ,,$762 ,($762),-100.00%,▼,$0 ,,,,,$0 ,,$0 ,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,6/1/2022,37.68753299,-122.428259,6,Jun,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,3759,23.80%,,,9.20%,,,,,2863.3,667,"$3,759 ",895.7,3759,3759,1,7.00%,,,,,7.00%,,7.00%,-7.00%,-100.00%,,▼,"$2,863 ",$0 ,$0 ,$0 ,$0 ,"$2,863 ",$0 ,"$2,863 ","($2,863)",-100.00%,▼,100%,0,VERY LOW YIELD,489557,$896 ,,,,,$896 ,,$896 ,($896),-100.00%,▼,"$3,759 ",,,,,"$3,759 ",,"$3,759 ","($3,759)"
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,7/1/2022,37.67938211,-122.3884071,7,Jul,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2782,534.38,2782,19.20%,,,10.10%,,,,,2247.62,452,"$2,782 ",534.38,2782,2782,1,8.10%,,,,,8.10%,,8.10%,-8.10%,-100.00%,,▼,"$2,248 ",$0 ,$0 ,$0 ,$0 ,"$2,248 ",$0 ,"$2,248 ","($2,248)",-100.00%,▼,100%,0,VERY LOW YIELD,332088,$534 ,,,,,$534 ,,$534 ,($534),-100.00%,▼,"$2,782 ",,,,,"$2,782 ",,"$2,782 ","($2,782)"
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,7/1/2022,37.68195053,-122.4002596,7,Jul,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3622,1036.69,2453.612903,42.30%,,,7.00%,,,,,1416.922903,592,"$3,622 ",1036.69,3622,2453.612903,1,4.10%,,,,,4.10%,,4.10%,-4.10%,-100.00%,,▼,"$1,417 ",$0 ,$0 ,$0 ,$0 ,"$1,417 ",$0 ,"$1,417 ","($1,417)",-100.00%,▼,68%,0,VERY LOW YIELD,419408,"$1,037 ",,,,,"$1,037 ",,"$1,037 ","($1,037)",-100.00%,▼,"$2,454 ",,,,,"$2,454 ",,"$2,454 ","($2,454)"
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,7/1/2022,37.68753299,-122.428259,7,Jul,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,3759,23.80%,,,9.20%,,,,,2863.3,667,"$3,759 ",895.7,3759,3759,1,7.00%,,,,,7.00%,,7.00%,-7.00%,-100.00%,,▼,"$2,863 ",$0 ,$0 ,$0 ,$0 ,"$2,863 ",$0 ,"$2,863 ","($2,863)",-100.00%,▼,100%,0,VERY LOW YIELD,489557,$896 ,,,,,$896 ,,$896 ,($896),-100.00%,▼,"$3,759 ",,,,,"$3,759 ",,"$3,759 ","($3,759)"
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,8/1/2022,37.67938211,-122.3884071,8,Aug,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2782,534.38,717.9354839,74.40%,,,2.60%,,,,,183.5554839,452,"$2,782 ",534.38,2782,717.9354839,1,0.70%,,,,,0.70%,,0.70%,-0.70%,-100.00%,,▼,$184 ,$0 ,$0 ,$0 ,$0 ,$184 ,$0 ,$184 ,($184),-100.00%,▼,26%,0,VERY LOW YIELD,332088,$534 ,,,,,$534 ,,$534 ,($534),-100.00%,▼,$718 ,,,,,$718 ,,$718 ,($718)
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,8/1/2022,37.68195053,-122.4002596,8,Aug,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3622,1036.69,3622,28.60%,,,10.40%,,,,,2585.31,592,"$3,622 ",1036.69,3622,3622,1,7.40%,,,,,7.40%,,7.40%,-7.40%,-100.00%,,▼,"$2,585 ",$0 ,$0 ,$0 ,$0 ,"$2,585 ",$0 ,"$2,585 ","($2,585)",-100.00%,▼,100%,0,VERY LOW YIELD,419408,"$1,037 ",,,,,"$1,037 ",,"$1,037 ","($1,037)",-100.00%,▼,"$3,622 ",,,,,"$3,622 ",,"$3,622 ","($3,622)"
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,8/1/2022,37.68753299,-122.428259,8,Aug,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,3759,23.80%,,,9.20%,,,,,2863.3,667,"$3,759 ",895.7,3759,3759,1,7.00%,,,,,7.00%,,7.00%,-7.00%,-100.00%,,▼,"$2,863 ",$0 ,$0 ,$0 ,$0 ,"$2,863 ",$0 ,"$2,863 ","($2,863)",-100.00%,▼,100%,0,VERY LOW YIELD,489557,$896 ,,,,,$896 ,,$896 ,($896),-100.00%,▼,"$3,759 ",,,,,"$3,759 ",,"$3,759 ","($3,759)"
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,9/1/2022,37.67938211,-122.3884071,9,Sep,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,3163,1082.19,0,,,,0.00%,,,0.00%,,-1082.19,452,"$3,163 ",1082.19,3163,0,1,-3.90%,,,-3.90%,,-3.90%,,-3.90%,3.90%,100.00%,,▲,"($1,082)",$0 ,$0 ,"($1,082)",$0 ,"($1,082)",$0 ,"($1,082)","$1,082 ",100.00%,▲,0%,0,VERY LOW YIELD,332088,"$1,082 ",,,"$1,082 ",,"$1,082 ",,"$1,082 ","($1,082)",-100.00%,▼,$0 ,,,$0 ,,$0 ,,$0 ,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,9/1/2022,37.68195053,-122.4002596,9,Sep,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3622,1036.69,3622,28.60%,,,10.40%,,,10.40%,,2585.31,592,"$3,622 ",1036.69,3622,3622,1,7.40%,,,7.40%,,7.40%,,7.40%,-7.40%,-100.00%,,▼,"$2,585 ",$0 ,$0 ,"$2,585 ",$0 ,"$2,585 ",$0 ,"$2,585 ","($2,585)",-100.00%,▼,100%,0,VERY LOW YIELD,419408,"$1,037 ",,,"$1,037 ",,"$1,037 ",,"$1,037 ","($1,037)",-100.00%,▼,"$3,622 ",,,"$3,622 ",,"$3,622 ",,"$3,622 ","($3,622)"
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,9/1/2022,37.68753299,-122.428259,9,Sep,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,3759,23.80%,,,9.20%,,,9.20%,,2863.3,667,"$3,759 ",895.7,3759,3759,1,7.00%,,,7.00%,,7.00%,,7.00%,-7.00%,-100.00%,,▼,"$2,863 ",$0 ,$0 ,"$2,863 ",$0 ,"$2,863 ",$0 ,"$2,863 ","($2,863)",-100.00%,▼,100%,0,VERY LOW YIELD,489557,$896 ,,,$896 ,,$896 ,,$896 ,($896),-100.00%,▼,"$3,759 ",,,"$3,759 ",,"$3,759 ",,"$3,759 ","($3,759)"
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,10/1/2022,37.67938211,-122.3884071,10,Oct,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,3163,1082.19,0,,,,0.00%,,,,,-1082.19,452,"$3,163 ",1082.19,3163,0,1,-3.90%,,,,,,,,=,,,►,"($1,082)",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,0%,0,VERY LOW YIELD,332088,"$1,082 ",,,,,,,,=,,►,$0 ,,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,10/1/2022,37.68195053,-122.4002596,10,Oct,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3622,1036.69,3622,28.60%,,,10.40%,,,,,2585.31,592,"$3,622 ",1036.69,3622,3622,1,7.40%,,,,,,,,=,,,►,"$2,585 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,"$1,037 ",,,,,,,,=,,►,"$3,622 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,10/1/2022,37.68753299,-122.428259,10,Oct,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,3759,23.80%,,,9.20%,,,,,2863.3,667,"$3,759 ",895.7,3759,3759,1,7.00%,,,,,,,,=,,,►,"$2,863 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,489557,$896 ,,,,,,,,=,,►,"$3,759 ",,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,11/1/2022,37.67938211,-122.3884071,11,Nov,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2927,654.59,1170.8,55.90%,,,4.20%,,,,,516.21,452,"$2,927 ",654.59,2927,1170.8,1,1.90%,,,,,,,,=,,,►,$516 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,40%,0,VERY LOW YIELD,332088,$655 ,,,,,,,,=,,►,"$1,171 ",,,,,,,,=
"Suite 076,  Corners Ricky Plaza",High-End,1 bathroom,2 bedrooms,Brisbane,US,11/1/2022,37.68195053,-122.4002596,11,Nov,2022,Furnished Apt-High-End-2 Bed.,"Suite 076,  Corners Ricky Plaza",1612,Furnished Apartment,94005,3622,1036.69,3622,28.60%,,,10.40%,,,,,2585.31,592,"$3,622 ",1036.69,3622,3622,1,7.40%,,,,,,,,=,,,►,"$2,585 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,419408,"$1,037 ",,,,,,,,=,,►,"$3,622 ",,,,,,,,=
"Apt. 414,  Summit Jeff Station",High-End,1 bathroom,2 bedrooms,Brisbane,US,11/1/2022,37.68753299,-122.428259,11,Nov,2022,Furnished Apt-High-End-2 Bed.,"Apt. 414,  Summit Jeff Station",875,Furnished Apartment,94005,3759,895.7,751.8,119.10%,,,1.80%,,,,,-143.9,667,"$3,759 ",895.7,3759,751.8,1,-0.40%,,,,,,,,=,,,►,($144),$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,20%,0,VERY LOW YIELD,489557,$896 ,,,,,,,,=,,►,$752 ,,,,,,,,=
"Apt. 135,  Village Thompson Corner",High-End,1 bathroom,2 bedrooms,Brisbane,US,12/1/2022,37.67938211,-122.3884071,12,Dec,2022,Furnished Apt-High-End-2 Bed.,"Apt. 135,  Village Thompson Corner",1723,Furnished Apartment,94005,2927,654.59,2927,22.40%,,,10.60%,,,,,2272.41,452,"$2,927 ",654.59,2927,2927,1,8.20%,,,,,,,,=,,,►,"$2,272 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,=,,►,100%,0,VERY LOW YIELD,332088,$655 ,,,,,,,,=,,►,"$2,927 ",,,,,,,,=
